itemId,itemName,itemKind,itemTypeKey,itemType,craftType,craftLevel,equipLevel,recipeBook,slot,slotGridType,slotGridCols,groupKind,groupId,groupName,itemsCount,crystalByAlchemy,materialsJson,slotGridJson,jobsJson,equipableType
武器鍛冶_セラスダガ,セーラスダガー,武器,,短剣,武器鍛冶,70.0,120.0,神光放つ短剣の書,短剣,,,weapon_single,武器鍛冶_セラスダガ,セーラスダガー,1,,"[{""name"": ""フォレース鉱石"", ""qty"": 30}, {""name"": ""暗夜の魔石"", ""qty"": 5}, {""name"": ""つきのめぐみ"", ""qty"": 10}, {""name"": ""黄金の飾り短剣"", ""qty"": 1}, {""name"": ""超ようせいのひだね"", ""qty"": 8}]",,"[""魔法使い"", ""盗賊"", ""旅芸人"", ""踊り子"", ""遊び人"", ""魔剣士"", ""海賊""]",短剣
武器鍛冶_ヴェレダガ,ヴェーレダガー,武器,,短剣,武器鍛冶,75.0,125.0,暗殺教本・毒殺編,短剣,,,weapon_single,武器鍛冶_ヴェレダガ,ヴェーレダガー,1,,"[{""name"": ""ゼーラズマ鉱石"", ""qty"": 30}, {""name"": ""人魚の涙"", ""qty"": 3}, {""name"": ""かがみ石"", ""qty"": 20}, {""name"": ""ナドラダイト鉱石"", ""qty"": 5}, {""name"": ""超ようせいのひだね"", ""qty"": 8}]",,"[""魔法使い"", ""盗賊"", ""旅芸人"", ""踊り子"", ""遊び人"", ""魔剣士"", ""海賊""]",短剣
武器鍛冶_晴蒼の短剣,晴蒼の短剣,武器,,短剣,武器鍛冶,75.0,130.0,レシピ入手方法,短剣,,,weapon_single,武器鍛冶_晴蒼の短剣,晴蒼の短剣,1,,"[{""name"": ""ゼーラズマ鉱石"", ""qty"": 30}, {""name"": ""トガリアのしずく"", ""qty"": 3}, {""name"": ""幻獣のホネ"", ""qty"": 6}, {""name"": ""大きなうろこ"", ""qty"": 20}, {""name"": ""超ようせいのひだね"", ""qty"": 8}]",,"[""魔法使い"", ""盗賊"", ""旅芸人"", ""踊り子"", ""遊び人"", ""魔剣士"", ""海賊""]",短剣
武器鍛冶_影星の短刀,影星の短刀,武器,,短剣,武器鍛冶,75.0,132.0,影に生きる者たち,短剣,,,weapon_single,武器鍛冶_影星の短刀,影星の短刀,1,,"[{""name"": ""ゼーラズマ鉱石"", ""qty"": 30}, {""name"": ""宵闇のジェル"", ""qty"": 4}, {""name"": ""呪力のモト"", ""qty"": 6}, {""name"": ""まじゅうのツノ"", ""qty"": 4}, {""name"": ""超ようせいのひだね"", ""qty"": 9}]",,"[""魔法使い"", ""盗賊"", ""旅芸人"", ""踊り子"", ""遊び人"", ""魔剣士"", ""海賊""]",短剣
武器鍛冶_ウォハンマ,ウォーハンマー,武器,,ハンマー,武器鍛冶,13.0,21.0,ウォーハンマーのレシピ,ハンマー,2x3,2.0,weapon_single,武器鍛冶_ウォハンマ,ウォーハンマー,1,,"[{""name"": ""ぎんのこうせき"", ""qty"": 1}, {""name"": ""ブルーアイ"", ""qty"": 1}]","[[""32-42"", ""32-42""], [""33-46"", ""33-46""], [""40-48"", ""40-48""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_バトルスタンパ,バトルスタンパー,武器,,ハンマー,武器鍛冶,16.0,28.0,バトルスタンパーの本,ハンマー,2x3,2.0,weapon_single,武器鍛冶_バトルスタンパ,バトルスタンパー,1,,"[{""name"": ""ぎんのこうせき"", ""qty"": 1}, {""name"": ""げんこつダケ"", ""qty"": 1}, {""name"": ""小さなホネ"", ""qty"": 1}]","[[""45-53"", ""55-65""], [""45-53"", ""55-65""], [""35-46"", ""35-46""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_おにのかなぼう,おにのかなぼう,武器,,ハンマー,武器鍛冶,18.0,35.0,おにのかなぼう物語,ハンマー,2x3,2.0,weapon_single,武器鍛冶_おにのかなぼう,おにのかなぼう,1,,"[{""name"": ""ぎんのこうせき"", ""qty"": 1}, {""name"": ""小さな化石"", ""qty"": 1}, {""name"": ""するどい爪"", ""qty"": 1}]","[[""50-58"", ""50-58""], [""50-58"", ""50-58""], [""50-63"", ""50-63""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_ボンクラッシャ,ボーンクラッシャー,武器,,ハンマー,武器鍛冶,21.0,35.0,ボーンクラッシャーの書,ハンマー,2x3,2.0,weapon_single,武器鍛冶_ボンクラッシャ,ボーンクラッシャー,1,,"[{""name"": ""ぎんのこうせき"", ""qty"": 1}, {""name"": ""するどい爪"", ""qty"": 1}, {""name"": ""するどいキバ"", ""qty"": 1}]","[[""60-72"", ""60-68""], [""60-72"", ""60-68""], [""45-54"", ""45-54""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_マジックトンカチ,マジックトンカチ,武器,,ハンマー,武器鍛冶,24.0,35.0,マジックトンカチの本,ハンマー,2x3,2.0,weapon_single,武器鍛冶_マジックトンカチ,マジックトンカチ,1,,"[{""name"": ""ぎんのこうせき"", ""qty"": 1}, {""name"": ""小さなホネ"", ""qty"": 1}, {""name"": ""まりょくの土"", ""qty"": 1}]","[[""60-70"", ""70-79""], [""60-70"", ""70-79""], [""50-60"", ""50-60""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_ツンドラハンマ,ツンドラハンマー,武器,,ハンマー,武器鍛冶,28.0,42.0,ツンドラハンマーの本,ハンマー,2x3,2.0,weapon_single,武器鍛冶_ツンドラハンマ,ツンドラハンマー,1,,"[{""name"": ""プラチナこうせき"", ""qty"": 6}, {""name"": ""氷の樹木"", ""qty"": 4}, {""name"": ""ブルーアイ"", ""qty"": 1}, {""name"": ""ようせいのひだね"", ""qty"": 6}]","[[""65-75"", ""80-90""], [""80-94"", ""65-75""], [""60-67"", ""60-67""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_プラチナハンマ,プラチナハンマー,武器,,ハンマー,武器鍛冶,26.0,42.0,プラチナハンマー作成術,ハンマー,2x3,2.0,weapon_single,武器鍛冶_プラチナハンマ,プラチナハンマー,1,,"[{""name"": ""プラチナこうせき"", ""qty"": 4}, {""name"": ""大きなこうら"", ""qty"": 2}, {""name"": ""せいれいせき"", ""qty"": 1}, {""name"": ""ようせいのひだね"", ""qty"": 4}]","[[""80-87"", ""60-72""], [""60-72"", ""80-87""], [""55-65"", ""55-65""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_ボルカノハンマ,ボルカノハンマー,武器,,ハンマー,武器鍛冶,30.0,42.0,ボルカノハンマーの書,ハンマー,2x3,2.0,weapon_single,武器鍛冶_ボルカノハンマ,ボルカノハンマー,1,,"[{""name"": ""プラチナこうせき"", ""qty"": 8}, {""name"": ""ようがんのカケラ"", ""qty"": 1}, {""name"": ""レッドアイ"", ""qty"": 1}, {""name"": ""ようせいのひだね"", ""qty"": 8}]","[[""70-77"", ""100-112""], [""80-88"", ""70-77""], [""60-72"", ""60-72""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_きょじんのハンマ,きょじんのハンマー,武器,,ハンマー,武器鍛冶,32.0,50.0,きょじんのハンマーの本,ハンマー,2x3,2.0,weapon_single,武器鍛冶_きょじんのハンマ,きょじんのハンマー,1,,"[{""name"": ""プラチナこうせき"", ""qty"": 12}, {""name"": ""大きなホネ"", ""qty"": 3}, {""name"": ""ブルーオーブ"", ""qty"": 1}, {""name"": ""ようせいのひだね"", ""qty"": 10}]","[[""90-100"", ""120-130""], [""120-130"", ""70-78""], [""80-90"", ""80-90""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_グレトハンマ,グレートハンマー,武器,,ハンマー,武器鍛冶,30.0,50.0,グレートハンマー作成法,ハンマー,2x3,2.0,weapon_single,武器鍛冶_グレトハンマ,グレートハンマー,1,,"[{""name"": ""プラチナこうせき"", ""qty"": 10}, {""name"": ""ほしのカケラ"", ""qty"": 15}, {""name"": ""グリーンオーブ"", ""qty"": 1}, {""name"": ""ようせいのひだね"", ""qty"": 10}]","[[""80-90"", ""110-116""], [""90-102"", ""70-78""], [""60-70"", ""60-70""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_ゴドンハンマ,ゴードンハンマー,武器,,ハンマー,武器鍛冶,33.0,60.0,ゴードンヘッドの叫び,ハンマー,2x3,2.0,weapon_single,武器鍛冶_ゴドンハンマ,ゴードンハンマー,1,,"[{""name"": ""ホカホカストーン"", ""qty"": 15}, {""name"": ""ふしぎなドロドロ"", ""qty"": 30}, {""name"": ""レッドオーブ"", ""qty"": 1}, {""name"": ""ようせいのひだね"", ""qty"": 12}]","[[""130-140"", ""130-140""], [""90-95"", ""110-116""], [""85-100"", ""85-97""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_メガトンハンマ,メガトンハンマー,武器,,ハンマー,武器鍛冶,34.0,60.0,メガトンハンマー作成書,ハンマー,2x3,2.0,weapon_single,武器鍛冶_メガトンハンマ,メガトンハンマー,1,,"[{""name"": ""ヘビーメタル"", ""qty"": 3}, {""name"": ""大きなホネ"", ""qty"": 5}, {""name"": ""パープルオーブ"", ""qty"": 1}, {""name"": ""ようせいのひだね"", ""qty"": 12}]","[[""85-94"", ""130-138""], [""130-138"", ""120-126""], [""90-100"", ""85-94""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_まじんのかなづち,まじんのかなづち,武器,,ハンマー,武器鍛冶,35.0,65.0,まじんのかなづちの本,ハンマー,2x3,2.0,weapon_single,武器鍛冶_まじんのかなづち,まじんのかなづち,1,,"[{""name"": ""せいれいせき"", ""qty"": 2}, {""name"": ""まじゅうのホネ"", ""qty"": 10}, {""name"": ""メタルのカケラ"", ""qty"": 1}, {""name"": ""ブルーオーブ"", ""qty"": 1}, {""name"": ""ようせいのひだね"", ""qty"": 10}]","[[""90-96"", ""90-96""], [""105-113"", ""145-156""], [""145-156"", ""105-113""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_聖王のハンマ,聖王のハンマー,武器,,ハンマー,武器鍛冶,36.0,70.0,聖王のハンマーの壁画,ハンマー,2x3,2.0,weapon_single,武器鍛冶_聖王のハンマ,聖王のハンマー,1,,"[{""name"": ""幻獣のホネ"", ""qty"": 1}, {""name"": ""黄金の飾りハンマー"", ""qty"": 1}, {""name"": ""ヘビーメタル"", ""qty"": 3}, {""name"": ""虹色のオーブ"", ""qty"": 1}, {""name"": ""ようせいのひだね"", ""qty"": 5}]","[[""90-98"", ""90-98""], [""120-126"", ""170-181""], [""145-156"", ""120-126""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_大地くだき,大地くだき,武器,,ハンマー,武器鍛冶,37.0,75.0,大地くだき列伝,ハンマー,2x3,2.0,weapon_single,武器鍛冶_大地くだき,大地くだき,1,,"[{""name"": ""幻獣のホネ"", ""qty"": 2}, {""name"": ""小さな化石"", ""qty"": 30}, {""name"": ""ヘビーメタル"", ""qty"": 5}, {""name"": ""虹色のオーブ"", ""qty"": 1}, {""name"": ""ようせいのひだね"", ""qty"": 10}]","[[""105-113"", ""150-156""], [""105-113"", ""150-156""], [""130-141"", ""130-141""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_バレットハンマ,バレットハンマー,武器,,ハンマー,武器鍛冶,38.0,80.0,バレットハンマー作成術,ハンマー,2x3,2.0,weapon_single,武器鍛冶_バレットハンマ,バレットハンマー,1,,"[{""name"": ""マデュライト"", ""qty"": 15}, {""name"": ""みがきずな"", ""qty"": 30}, {""name"": ""ようがんのカケラ"", ""qty"": 30}, {""name"": ""虹色のオーブ"", ""qty"": 1}, {""name"": ""ようせいのひだね"", ""qty"": 10}]","[[""135-146"", ""135-146""], [""161-167"", ""161-167""], [""100-108"", ""100-108""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_天使の鉄槌,天使の鉄槌,武器,,ハンマー,武器鍛冶,39.0,80.0,やさしい鉄槌のくだし方,ハンマー,2x3,2.0,weapon_single,武器鍛冶_天使の鉄槌,天使の鉄槌,1,,"[{""name"": ""マデュライト"", ""qty"": 15}, {""name"": ""天使のソーマ"", ""qty"": 5}, {""name"": ""てっこうせき"", ""qty"": 30}, {""name"": ""虹色のオーブ"", ""qty"": 1}, {""name"": ""ようせいのひだね"", ""qty"": 10}]","[[""95-103"", ""1501-61""], [""1501-61"", ""125-131""], [""125-131"", ""95-103""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_魔炎のおおづち,魔炎のおおづち,武器,,ハンマー,武器鍛冶,40.0,85.0,猛き炎と渦巻く闇,ハンマー,2x3,2.0,weapon_single,武器鍛冶_魔炎のおおづち,魔炎のおおづち,1,,"[{""name"": ""ナドラダイト鉱石"", ""qty"": 3}, {""name"": ""ようがんのカケラ"", ""qty"": 20}, {""name"": ""暗黒の樹木"", ""qty"": 20}, {""name"": ""虹色のオーブ"", ""qty"": 1}, {""name"": ""ようせいのひだね"", ""qty"": 5}]","[[""110-116"", ""110-116""], [""173-181"", ""173-181""], [""135-146"", ""135-146""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_ギガスクラッパ,ギガスクラッパー,武器,,ハンマー,武器鍛冶,41.0,90.0,ギガスクラッパー見参,ハンマー,2x3,2.0,weapon_single,武器鍛冶_ギガスクラッパ,ギガスクラッパー,1,,"[{""name"": ""ナドラダイト鉱石"", ""qty"": 5}, {""name"": ""幻獣のホネ"", ""qty"": 1}, {""name"": ""まじゅうのホネ"", ""qty"": 5}, {""name"": ""緑のコケ"", ""qty"": 30}, {""name"": ""ようせいのひだね"", ""qty"": 5}]","[[""145-151"", ""185-196""], [""145-151"", ""185-196""], [""110-118"", ""110-118""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_スカルブレイク,スカルブレイク,武器,,ハンマー,武器鍛冶,42.0,93.0,はじめよう！ホネ砕き,ハンマー,2x3,2.0,weapon_single,武器鍛冶_スカルブレイク,スカルブレイク,1,,"[{""name"": ""ナドラダイト鉱石"", ""qty"": 5}, {""name"": ""小さなホネ"", ""qty"": 30}, {""name"": ""まじゅうのホネ"", ""qty"": 5}, {""name"": ""ドラゴンのホネ"", ""qty"": 5}, {""name"": ""ようせいのひだね"", ""qty"": 5}]","[[""150-161"", ""150-161""], [""191-197"", ""191-197""], [""100-108"", ""100-108""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_アンタッチャブル,アンタッチャブル,武器,,ハンマー,武器鍛冶,43.0,96.0,彼を怯ませる50の方法,ハンマー,2x3,2.0,weapon_single,武器鍛冶_アンタッチャブル,アンタッチャブル,1,,"[{""name"": ""アステライト鉱石"", ""qty"": 5}, {""name"": ""するどい爪"", ""qty"": 30}, {""name"": ""ヘビーメタル"", ""qty"": 10}, {""name"": ""プラチナこうせき"", ""qty"": 20}, {""name"": ""ようせいのひだね"", ""qty"": 5}]","[[""150-161"", ""187-195""], [""150-161"", ""187-195""], [""125-131"", ""125-131""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_神域のハンマ,神域のハンマー,武器,,ハンマー,武器鍛冶,44.0,99.0,ゴッドライクな鉄槌作成,ハンマー,2x3,2.0,weapon_single,武器鍛冶_神域のハンマ,神域のハンマー,1,,"[{""name"": ""アステライト鉱石"", ""qty"": 5}, {""name"": ""ヘビーメタル"", ""qty"": 10}, {""name"": ""おうごんのかけら"", ""qty"": 30}, {""name"": ""ぎんのこうせき"", ""qty"": 30}, {""name"": ""ようせいのひだね"", ""qty"": 5}]","[[""160-166"", ""178-190""], [""155-161"", ""202-208""], [""190-200"", ""127-137""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_星球の鉄槌,星球の鉄槌,武器,,ハンマー,武器鍛冶,45.0,100.0,星が奏でる破壊の旋律,ハンマー,2x3,2.0,weapon_single,武器鍛冶_星球の鉄槌,星球の鉄槌,1,,"[{""name"": ""アステライト鉱石"", ""qty"": 10}, {""name"": ""神秘の鋼線"", ""qty"": 1}, {""name"": ""ときのすいしょう"", ""qty"": 10}, {""name"": ""ほしのカケラ"", ""qty"": 30}, {""name"": ""ようせいのひだね"", ""qty"": 5}]","[[""140-148"", ""140-148""], [""175-183"", ""175-183""], [""145-155"", ""145-155""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_ディプブル,ディープブルー,武器,,ハンマー,武器鍛冶,60.0,105.0,深く青い海,ハンマー,,,weapon_single,武器鍛冶_ディプブル,ディープブルー,1,,"[{""name"": ""デモニウム鉱石"", ""qty"": 5}, {""name"": ""人魚の涙"", ""qty"": 1}, {""name"": ""ときのすいしょう"", ""qty"": 10}, {""name"": ""ふしぎな海草"", ""qty"": 20}, {""name"": ""ようせいのひだね"", ""qty"": 5}]",,"[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_ヘビスタンプ,ヘビースタンプ,武器,,ハンマー,武器鍛冶,65.0,108.0,超重撃破ヘビースタンプ,ハンマー,,,weapon_single,武器鍛冶_ヘビスタンプ,ヘビースタンプ,1,,"[{""name"": ""デモニウム鉱石"", ""qty"": 5}, {""name"": ""神秘の鋼線"", ""qty"": 1}, {""name"": ""ヘビーメタル"", ""qty"": 2}, {""name"": ""つけもの石"", ""qty"": 10}, {""name"": ""ようせいのひだね"", ""qty"": 5}]",,"[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_悪魔王の鉄槌,悪魔王の鉄槌,武器,,ハンマー,武器鍛冶,65.0,110.0,悪魔王の同族狩り,ハンマー,2x3,2.0,weapon_single,武器鍛冶_悪魔王の鉄槌,悪魔王の鉄槌,1,,"[{""name"": ""デモニウム鉱石"", ""qty"": 5}, {""name"": ""まじゅうのツノ"", ""qty"": 1}, {""name"": ""マデュライト"", ""qty"": 1}, {""name"": ""小さなホネ"", ""qty"": 5}, {""name"": ""ようせいのひだね"", ""qty"": 5}]","[[""200-210"", ""180-188""], [""200-210"", ""180-188""], [""100-107"", ""100-107""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_輝天のハンマ,輝天のハンマー,武器,,ハンマー,武器鍛冶,65.0,115.0,物資の砕き方,ハンマー,2x3,2.0,weapon_single,武器鍛冶_輝天のハンマ,輝天のハンマー,1,,"[{""name"": ""フォレース鉱石"", ""qty"": 30}, {""name"": ""純白の結晶"", ""qty"": 3}, {""name"": ""ヘビーメタル"", ""qty"": 20}, {""name"": ""ホワイトパール"", ""qty"": 30}, {""name"": ""超ようせいのひだね"", ""qty"": 6}]","[[""220-230"", ""190-198""], [""190-198"", ""220-230""], [""75-82"", ""75-82""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_疾風怒涛,疾風怒涛,武器,,ハンマー,武器鍛冶,70.0,118.0,疾風怒涛の一撃,ハンマー,2x3,2.0,weapon_single,武器鍛冶_疾風怒涛,疾風怒涛,1,,"[{""name"": ""フォレース鉱石"", ""qty"": 30}, {""name"": ""烈風石"", ""qty"": 3}, {""name"": ""さざなみのしずく"", ""qty"": 30}, {""name"": ""イエローアイ"", ""qty"": 30}, {""name"": ""超ようせいのひだね"", ""qty"": 7}]","[[""240-249"", ""150-158""], [""150-158"", ""240-249""], [""90-97"", ""90-97""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_セラスハンマ,セーラスハンマー,武器,,ハンマー,武器鍛冶,70.0,120.0,神光放つハンマーの書,ハンマー,,,weapon_single,武器鍛冶_セラスハンマ,セーラスハンマー,1,,"[{""name"": ""フォレース鉱石"", ""qty"": 30}, {""name"": ""せいれいせき"", ""qty"": 5}, {""name"": ""幻獣のホネ"", ""qty"": 3}, {""name"": ""黄金の飾りハンマー"", ""qty"": 1}, {""name"": ""超ようせいのひだね"", ""qty"": 8}]",,"[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_タウルスハンマ,タウルスハンマー,武器,,ハンマー,武器鍛冶,75.0,125.0,星座の導き・おうし座,ハンマー,,,weapon_single,武器鍛冶_タウルスハンマ,タウルスハンマー,1,,"[{""name"": ""ゼーラズマ鉱石"", ""qty"": 30}, {""name"": ""悲願の血涙"", ""qty"": 3}, {""name"": ""ヘビーメタル"", ""qty"": 20}, {""name"": ""黄金の飾りハンマー"", ""qty"": 1}, {""name"": ""超ようせいのひだね"", ""qty"": 8}]",,"[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_アメジストライク,アメジストライク,武器,,ハンマー,武器鍛冶,75.0,130.0,レシピ入手方法,ハンマー,ハンマー,2,weapon_single,武器鍛冶_アメジストライク,アメジストライク,1,,"[{""name"": ""ゼーラズマ鉱石"", ""qty"": 30}, {""name"": ""デモニウム鉱石"", ""qty"": 3}, {""name"": ""ドラゴンのホネ"", ""qty"": 20}, {""name"": ""パープルオーブ"", ""qty"": 10}, {""name"": ""超ようせいのひだね"", ""qty"": 8}]","[[""140-148"",""260-268""],[""290-299"",""170-178""],[""100-108"",""75-83""]]","[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_ポラリスハンマ,ポラリスハンマー,武器,,ハンマー,武器鍛冶,75.0,132.0,北の星の探し方,ハンマー,,,weapon_single,武器鍛冶_ポラリスハンマ,ポラリスハンマー,1,,"[{""name"": ""ゼーラズマ鉱石"", ""qty"": 30}, {""name"": ""ときのすいしょう"", ""qty"": 16}, {""name"": ""竜の涙"", ""qty"": 5}, {""name"": ""黄金の飾りハンマー"", ""qty"": 2}, {""name"": ""超ようせいのひだね"", ""qty"": 9}]",,"[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
武器鍛冶_ミカヅチのやり,ミカヅチのやり,武器,,ハンマー,武器鍛冶,75.0,132.0,カミナリさまの民話集,ハンマー,,,weapon_single,武器鍛冶_ミカヅチのやり,ミカヅチのやり,1,,"[{""name"": ""ゼーラズマ鉱石"", ""qty"": 30}, {""name"": ""宵闇のジェル"", ""qty"": 4}, {""name"": ""ヘビーメタル"", ""qty"": 20}, {""name"": ""黄金の飾りヤリ"", ""qty"": 2}, {""name"": ""超ようせいのひだね"", ""qty"": 9}]",,"[""バトルマスター"", ""パラディン"", ""どうぐ使い"", ""遊び人""]",ハンマー
木工_金剛のこん,金剛のこん,武器,,棍,木工,44.0,99.0,金剛不壊の武装術,棍,,,weapon_single,木工_金剛のこん,金剛のこん,1,,"[{""name"": ""古代樹の化石"", ""qty"": 5}, {""name"": ""せいじゃのはい"", ""qty"": 7}, {""name"": ""黄金の飾り棍"", ""qty"": 1}, {""name"": ""きれいんだ枝"", ""qty"": 25}, {""name"": ""かがやきの樹液"", ""qty"": 5}]",,[],こん
木工_クリティカルロッド,クリティカルロッド,武器,,棍,木工,45.0,100.0,会心のイチゲ記,棍,,,weapon_single,木工_クリティカルロッド,クリティカルロッド,1,,"[{""name"": ""古代樹の化石"", ""qty"": 5}, {""name"": ""ときのすいしょう"", ""qty"": 5}, {""name"": ""黄金の飾り棍"", ""qty"": 1}, {""name"": ""暗黒の樹木"", ""qty"": 30}, {""name"": ""かがやきの樹液"", ""qty"": 5}]",,[],こん
木工_雷光のこん,雷光のこん,武器,,棍,木工,60.0,105.0,ライトニング無頼,棍,,,weapon_single,木工_雷光のこん,雷光のこん,1,,"[{""name"": ""魔紅樹の板"", ""qty"": 10}, {""name"": ""とこしえの虹"", ""qty"": 2}, {""name"": ""古代樹の化石"", ""qty"": 5}, {""name"": ""いかずちのたま"", ""qty"": 10}, {""name"": ""かがやきの樹液"", ""qty"": 5}]",,[],こん
木工_氷獄鬼のこん,氷獄鬼のこん,武器,,棍,木工,65.0,108.0,氷獄鬼の両腕,棍,,,weapon_single,木工_氷獄鬼のこん,氷獄鬼のこん,1,,"[{""name"": ""魔紅樹の板"", ""qty"": 10}, {""name"": ""人魚の涙"", ""qty"": 1}, {""name"": ""古代樹の化石"", ""qty"": 5}, {""name"": ""黄金の飾り棍"", ""qty"": 1}, {""name"": ""かがやきの樹液"", ""qty"": 5}]",,[],こん
木工_ロズロッド,ローズロッド,武器,,棍,木工,65.0,110.0,バラの育て方,棍,,,weapon_single,木工_ロズロッド,ローズロッド,1,,"[{""name"": ""魔紅樹の板"", ""qty"": 10}, {""name"": ""ナイトメアリーフ"", ""qty"": 2}, {""name"": ""古代樹の化石"", ""qty"": 5}, {""name"": ""スライムおしゃれ花"", ""qty"": 5}, {""name"": ""かがやきの樹液"", ""qty"": 5}]",,[],こん
木工_輝天のこん,輝天のこん,武器,,棍,木工,65.0,115.0,一網打尽の心得,棍,,,weapon_single,木工_輝天のこん,輝天のこん,1,,"[{""name"": ""天の香木"", ""qty"": 30}, {""name"": ""カオスベリー"", ""qty"": 3}, {""name"": ""巨竜樹の枝"", ""qty"": 10}, {""name"": ""ホワイトウッド"", ""qty"": 30}, {""name"": ""超かがやきの樹液"", ""qty"": 6}]",,[],こん
木工_サタンロッド,サターンロッド,武器,,棍,木工,70.0,118.0,土星の聖女,棍,,,weapon_single,木工_サタンロッド,サターンロッド,1,,"[{""name"": ""天の香木"", ""qty"": 30}, {""name"": ""おぼろ水晶"", ""qty"": 3}, {""name"": ""まほうの樹木"", ""qty"": 30}, {""name"": ""黄金の飾り棍"", ""qty"": 1}, {""name"": ""超かがやきの樹液"", ""qty"": 7}]",,[],こん
木工_セラスロッド,セーラスロッド,武器,,棍,木工,70.0,120.0,神光放つ棍の書,棍,,,weapon_single,木工_セラスロッド,セーラスロッド,1,,"[{""name"": ""天の香木"", ""qty"": 30}, {""name"": ""烈風石"", ""qty"": 5}, {""name"": ""ちょうのはね"", ""qty"": 30}, {""name"": ""パープルオーブ"", ""qty"": 3}, {""name"": ""超かがやきの樹液"", ""qty"": 8}]",,[],こん
木工_ヘナトライロッド,ヘナトライロッド,武器,,棍,木工,75.0,125.0,脱力のススメ,棍,,,weapon_single,木工_ヘナトライロッド,ヘナトライロッド,1,,"[{""name"": ""ガーデスの枝"", ""qty"": 30}, {""name"": ""古代樹の化石"", ""qty"": 3}, {""name"": ""青い宝石"", ""qty"": 8}, {""name"": ""メタルのカケラ"", ""qty"": 5}, {""name"": ""超かがやきの樹液"", ""qty"": 8}]",,[],こん
木工_ライブラロッド,ライブラロッド,武器,,棍,木工,75.0,130.0,レシピ入手方法,棍,,,weapon_single,木工_ライブラロッド,ライブラロッド,1,,"[{""name"": ""ガーデスの枝"", ""qty"": 30}, {""name"": ""巨竜樹の枝"", ""qty"": 3}, {""name"": ""まじゅうのツノ"", ""qty"": 8}, {""name"": ""まほうの樹木"", ""qty"": 20}, {""name"": ""超かがやきの樹液"", ""qty"": 8}]",,[],こん
